tick,node_id,x,y,energy,role,cluster_id
78,4,1.0,38.0,156,member,9
78,6,50.0,3.0,20,isolated,6
78,7,22.0,2.0,66,isolated,7
78,8,34.0,33.0,155,member,3
78,9,11.0,39.0,1,leader,9
79,1,2.0,3.0,108,leader,1
79,2,12.0,45.0,153,leader,2
79,3,35.0,45.0,296,leader,3
79,4,1.0,38.0,153,member,2
79,6,50.0,3.0,19,isolated,6
79,7,22.0,2.0,65,isolated,7
79,8,34.0,33.0,154,member,3
80,1,2.0,3.0,105,leader,1
80,2,12.0,45.0,150,leader,2
80,3,35.0,45.0,293,leader,3
80,4,1.0,38.0,152,member,2
80,6,50.0,3.0,18,isolated,6
80,7,22.0,2.0,64,isolated,7
80,8,34.0,33.0,153,member,3
81,1,2.0,3.0,102,leader,1
81,2,12.0,45.0,147,leader,2
81,3,35.0,45.0,290,leader,3
81,4,1.0,38.0,151,member,2
81,6,50.0,3.0,17,isolated,6
81,7,22.0,2.0,63,isolated,7
81,8,34.0,33.0,152,member,3
82,1,2.0,3.0,99,leader,1
82,2,12.0,45.0,144,leader,2
82,3,35.0,45.0,287,leader,3
82,4,1.0,38.0,150,member,2
82,6,50.0,3.0,16,isolated,6
82,7,22.0,2.0,62,isolated,7
82,8,34.0,33.0,151,member,3
83,1,2.0,3.0,96,leader,1
83,2,12.0,45.0,141,leader,2
83,3,35.0,45.0,284,leader,3
83,4,1.0,38.0,149,member,2
83,6,50.0,3.0,15,isolated,6
83,7,22.0,2.0,61,isolated,7
83,8,34.0,33.0,150,member,3
84,1,2.0,3.0,93,leader,1
84,2,12.0,45.0,138,leader,2
84,3,35.0,45.0,281,leader,3
84,4,1.0,38.0,148,member,2
84,6,50.0,3.0,14,isolated,6
84,7,22.0,2.0,60,isolated,7
84,8,34.0,33.0,149,member,3
85,1,2.0,3.0,90,leader,1
85,2,12.0,45.0,135,leader,2
85,3,35.0,45.0,278,leader,3
85,4,1.0,38.0,147,member,2
85,6,50.0,3.0,13,isolated,6
85,7,22.0,2.0,59,isolated,7
85,8,34.0,33.0,148,member,3
86,1,2.0,3.0,87,leader,1
86,2,12.0,45.0,132,leader,2
86,3,35.0,45.0,275,leader,3
86,4,1.0,38.0,146,member,2
86,6,50.0,3.0,12,isolated,6
86,7,22.0,2.0,58,isolated,7
86,8,34.0,33.0,147,member,3
